Filename,Commons_URL,Latitude,Longitude,Date,Has_GPS,Description,Inferred_Location,Inferred_Latitude,Inferred_Longitude,Display_Name,Geocoding_Precision,Has_Inferred_GPS
"Anilelerin LGEA School, Ayaba Area Offa 07.jpg",https://upload.wikimedia.org/wikipedia/commons/6/61/Anilelerin_LGEA_School%2C_Ayaba_Area_Offa_07.jpg,,,2026-06-11,False,"Anilelerin LGEA School, Ayaba Area Offa","LGEA School, Ayaba Area Offa",8.155,4.727,"LGEA School, Ayaba Area Offa",partial_match,True
"Anilelerin LGEA School, Ayaba Area Offa 08.jpg",https://upload.wikimedia.org/wikipedia/commons/9/96/Anilelerin_LGEA_School%2C_Ayaba_Area_Offa_08.jpg,,,2026-06-11,False,"Anilelerin LGEA School, Ayaba Area Offa","LGEA School, Ayaba Area Offa",8.155,4.727,"LGEA School, Ayaba Area Offa",partial_match,True
"Anilelerin LGEA School, Ayaba Area Offa 09.jpg",https://upload.wikimedia.org/wikipedia/commons/4/4a/Anilelerin_LGEA_School%2C_Ayaba_Area_Offa_09.jpg,,,2026-06-11,False,"Anilelerin LGEA School, Ayaba Area Offa","LGEA School, Ayaba Area Offa",8.155,4.727,"LGEA School, Ayaba Area Offa",partial_match,True
"Anilelerin LGEA School, Ayaba Area Offa 10.jpg",https://upload.wikimedia.org/wikipedia/commons/a/aa/Anilelerin_LGEA_School%2C_Ayaba_Area_Offa_10.jpg,,,2026-06-11,False,"Anilelerin LGEA School, Ayaba Area Offa","LGEA School, Ayaba Area Offa",8.155,4.727,"LGEA School, Ayaba Area Offa",partial_match,True
"Anilelerin LGEA School, Ayaba Area Offa 11.jpg",https://upload.wikimedia.org/wikipedia/commons/9/9a/Anilelerin_LGEA_School%2C_Ayaba_Area_Offa_11.jpg,,,2026-06-11,False,"Anilelerin LGEA School, Ayaba Area Offa","LGEA School, Ayaba Area Offa",8.155,4.727,"LGEA School, Ayaba Area Offa",partial_match,True
"Anilelerin LGEA School, Ayaba Area Offa 12.jpg",https://upload.wikimedia.org/wikipedia/commons/1/1f/Anilelerin_LGEA_School%2C_Ayaba_Area_Offa_12.jpg,,,2026-06-11,False,"Anilelerin LGEA School, Ayaba Area Offa","LGEA School, Ayaba Area Offa",8.155,4.727,"LGEA School, Ayaba Area Offa",partial_match,True
"Anilelerin LGEA School, Ayaba Area Offa 13.jpg",https://upload.wikimedia.org/wikipedia/commons/c/cf/Anilelerin_LGEA_School%2C_Ayaba_Area_Offa_13.jpg,,,2026-06-11,False,"Anilelerin LGEA School, Ayaba Area Offa","LGEA School, Ayaba Area Offa",8.155,4.727,"LGEA School, Ayaba Area Offa",partial_match,True
Ansar-ud-deen college Offa entrance gate 01.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7c/Ansar-ud-deen_college_Offa_entrance_gate_01.jpg,,,2026-05-28,False,Ansar-ud-deen college Offa entrance gate,Ansar-ud-deen college Offa entrance gate,8.158,4.725,Ansar-ud-deen college Offa entrance gate,partial_match,True
Ansar-ud-deen college Offa entrance gate 02.jpg,https://upload.wikimedia.org/wikipedia/commons/2/27/Ansar-ud-deen_college_Offa_entrance_gate_02.jpg,,,2026-05-28,False,Ansar-ud-deen college Offa entrance gate,Ansar-ud-deen college Offa entrance gate,8.158,4.725,Ansar-ud-deen college Offa entrance gate,partial_match,True
Ansar-ud-deen college Offa entrance gate 03.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e4/Ansar-ud-deen_college_Offa_entrance_gate_03.jpg,,,2026-05-28,False,Ansar-ud-deen college Offa entrance gate,Ansar-ud-deen college Offa entrance gate,8.158,4.725,Ansar-ud-deen college Offa entrance gate,partial_match,True
Ansar-ud-deen college Offa entrance gate 04.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/Ansar-ud-deen_college_Offa_entrance_gate_04.jpg,,,2026-05-28,False,Ansar-ud-deen college Offa entrance gate,Ansar-ud-deen college Offa entrance gate,8.158,4.725,Ansar-ud-deen college Offa entrance gate,partial_match,True
Anwar-ul Islam Central Mosque Offa 01.jpg,https://upload.wikimedia.org/wikipedia/commons/d/de/Anwar-ul_Islam_Central_Mosque_Offa_01.jpg,,,2026-06-03,False,Anwar-ul Islam Central Mosque Offa,Anwar-ul Islam Central Mosque Offa,8.156,4.725,Anwar-ul Islam Central Mosque Offa,partial_match,True
Anwar-ul Islam Central Mosque Offa 02.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d6/Anwar-ul_Islam_Central_Mosque_Offa_02.jpg,,,2026-06-03,False,Anwar-ul Islam Central Mosque Offa,Anwar-ul Islam Central Mosque Offa,8.156,4.725,Anwar-ul Islam Central Mosque Offa,partial_match,True
Anwar-ul Islam Central Mosque Offa 03.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c1/Anwar-ul_Islam_Central_Mosque_Offa_03.jpg,,,2026-06-03,False,Anwar-ul Islam Central Mosque Offa,Anwar-ul Islam Central Mosque Offa,8.156,4.725,Anwar-ul Islam Central Mosque Offa,partial_match,True
Anwar-ul Islam Central Mosque Offa 04.jpg,https://upload.wikimedia.org/wikipedia/commons/4/45/Anwar-ul_Islam_Central_Mosque_Offa_04.jpg,,,2026-06-03,False,Anwar-ul Islam Central Mosque Offa,Anwar-ul Islam Central Mosque Offa,8.156,4.725,Anwar-ul Islam Central Mosque Offa,partial_match,True
Anwar-ul Islam Central Mosque Offa 05.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a3/Anwar-ul_Islam_Central_Mosque_Offa_05.jpg,,,2026-06-03,False,Anwar-ul Islam Central Mosque Offa,Anwar-ul Islam Central Mosque Offa,8.156,4.725,Anwar-ul Islam Central Mosque Offa,partial_match,True
Anwar-ul Islam Nursery and Primary School Offa 01.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3c/Anwar-ul_Islam_Nursery_and_Primary_School_Offa_01.jpg,,,2026-06-03,False,Anwar-ul Islam Nursery and Primary School Offa,Anwar-ul Islam Nursery and Primary School Offa,8.159,4.726,Anwar-ul Islam Nursery and Primary School Offa,partial_match,True
Anwar-ul Islam Nursery and Primary School Offa 02.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9e/Anwar-ul_Islam_Nursery_and_Primary_School_Offa_02.jpg,,,2026-06-03,False,Anwar-ul Islam Nursery and Primary School Offa,Anwar-ul Islam Nursery and Primary School Offa,8.159,4.726,Anwar-ul Islam Nursery and Primary School Offa,partial_match,True
Anwar-ul Islam Nursery and Primary School Offa 03.jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/Anwar-ul_Islam_Nursery_and_Primary_School_Offa_03.jpg,,,2026-06-03,False,Anwar-ul Islam Nursery and Primary School Offa,Anwar-ul Islam Nursery and Primary School Offa,8.159,4.726,Anwar-ul Islam Nursery and Primary School Offa,partial_match,True
Anwar-ul Islam Nursery and Primary School Offa 04.jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/Anwar-ul_Islam_Nursery_and_Primary_School_Offa_04.jpg,,,2026-06-03,False,Anwar-ul Islam Nursery and Primary School Offa,Anwar-ul Islam Nursery and Primary School Offa,8.159,4.726,Anwar-ul Islam Nursery and Primary School Offa,partial_match,True
Anwar-ul Islam Nursery and Primary School Offa 05.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c7/Anwar-ul_Islam_Nursery_and_Primary_School_Offa_05.jpg,,,2026-06-03,False,Anwar-ul Islam Nursery and Primary School Offa,Anwar-ul Islam Nursery and Primary School Offa,8.159,4.726,Anwar-ul Islam Nursery and Primary School Offa,partial_match,True
Anwar-ul Islam Nursery and Primary School Offa 06.jpg,https://upload.wikimedia.org/wikipedia/commons/d/da/Anwar-ul_Islam_Nursery_and_Primary_School_Offa_06.jpg,,,2026-06-03,False,Anwar-ul Islam Nursery and Primary School Offa,Anwar-ul Islam Nursery and Primary School Offa,8.159,4.726,Anwar-ul Islam Nursery and Primary School Offa,partial_match,True
"Archers Club Hall, Offa 02.jpg",https://upload.wikimedia.org/wikipedia/commons/d/d7/Archers_Club_Hall%2C_Offa_02.jpg,,,2026-06-09,False,"Left wing view of Archers Club Hall, Offa","Left wing view of Archers Club Hall, Offa",8.155,4.724,"Left wing view of Archers Club Hall, Offa",partial_match,True
"Archers Club Hall, Offa 03.jpg",https://upload.wikimedia.org/wikipedia/commons/8/89/Archers_Club_Hall%2C_Offa_03.jpg,,,2026-06-09,False,"Front view of Archers Club Hall, Offa","Front view of Archers Club Hall, Offa",8.155,4.724,"Front view of Archers Club Hall, Offa",partial_match,True
"Archers Club Hall, Offa.jpg",https://upload.wikimedia.org/wikipedia/commons/8/86/Archers_Club_Hall%2C_Offa.jpg,,,2026-06-09,False,Archers' Club hall front view,Archers' Club hall front view,8.155,4.724,Archers' Club hall front view,fuzzy_match_0.97,True
Arrival of Olofa at Ijakadi festival 2023.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e1/Arrival_of_Olofa_at_Ijakadi_festival_2023.jpg,,,2023-12-26,False,The image of Olofa of Offa during the Ijakadi Festival,image of Olofa of Offa,8.156,4.7227,image of Olofa of Offa,fuzzy_match_0.60,True
Ascent Lodge and Club offa 01.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c5/Ascent_Lodge_and_Club_offa_01.jpg,,,2026-06-02,False,Ascent Lodge and Club offa,Ascent Lodge and Club offa,8.159,4.727,Ascent Lodge and Club offa,partial_match,True
Ascent Lodge and Club offa 02.jpg,https://upload.wikimedia.org/wikipedia/commons/5/54/Ascent_Lodge_and_Club_offa_02.jpg,,,2026-06-02,False,Ascent Lodge and Club offa,Ascent Lodge and Club offa,8.159,4.727,Ascent Lodge and Club offa,partial_match,True
Ascent Lodge and Club offa 03.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7c/Ascent_Lodge_and_Club_offa_03.jpg,,,2026-06-02,False,Ascent Lodge and Club offa,Ascent Lodge and Club offa,8.159,4.727,Ascent Lodge and Club offa,partial_match,True
Ascent Lodge and Club offa 04.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4f/Ascent_Lodge_and_Club_offa_04.jpg,,,2026-06-02,False,Ascent Lodge and Club offa,Ascent Lodge and Club offa,8.159,4.727,Ascent Lodge and Club offa,partial_match,True
Ascent Lodge and Club offa 05.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c0/Ascent_Lodge_and_Club_offa_05.jpg,,,2026-06-02,False,Ascent Lodge and Club offa,Ascent Lodge and Club offa,8.159,4.727,Ascent Lodge and Club offa,partial_match,True
Ascent Lodge and Club offa 06.jpg,https://upload.wikimedia.org/wikipedia/commons/5/55/Ascent_Lodge_and_Club_offa_06.jpg,,,2026-06-02,False,Ascent Lodge and Club offa,Ascent Lodge and Club offa,8.159,4.727,Ascent Lodge and Club offa,partial_match,True
Ascent Lodge and Club offa 07.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/Ascent_Lodge_and_Club_offa_07.jpg,,,2026-06-02,False,Ascent Lodge and Club offa,Ascent Lodge and Club offa,8.159,4.727,Ascent Lodge and Club offa,partial_match,True
Ascent Lodge and Club offa 08.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b4/Ascent_Lodge_and_Club_offa_08.jpg,,,2026-06-02,False,Ascent Lodge and Club offa,Ascent Lodge and Club offa,8.159,4.727,Ascent Lodge and Club offa,partial_match,True
Ascent Lodge and Club offa 09.jpg,https://upload.wikimedia.org/wikipedia/commons/3/32/Ascent_Lodge_and_Club_offa_09.jpg,,,2026-06-02,False,Ascent Lodge and Club offa,Ascent Lodge and Club offa,8.159,4.727,Ascent Lodge and Club offa,partial_match,True
Ascent Lodge and Club offa 10.jpg,https://upload.wikimedia.org/wikipedia/commons/0/02/Ascent_Lodge_and_Club_offa_10.jpg,,,2026-06-02,False,Ascent Lodge and Club offa,Ascent Lodge and Club offa,8.159,4.727,Ascent Lodge and Club offa,partial_match,True
Ascent Lodge and Club offa 11.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7e/Ascent_Lodge_and_Club_offa_11.jpg,,,2026-06-02,False,Ascent Lodge and Club offa,Ascent Lodge and Club offa,8.159,4.727,Ascent Lodge and Club offa,partial_match,True
Ascent Lodge and Club offa 12.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7e/Ascent_Lodge_and_Club_offa_12.jpg,,,2026-06-02,False,Ascent Lodge and Club offa,Ascent Lodge and Club offa,8.159,4.727,Ascent Lodge and Club offa,partial_match,True
"Ayaba River, Anilelerin area Offa, Kwara State 01.jpg",https://upload.wikimedia.org/wikipedia/commons/7/70/Ayaba_River%2C_Anilelerin_area_Offa%2C_Kwara_State_01.jpg,,,2026-06-11,False,"Ayaba River, Anilelerin area Offa, Kwara state","Ayaba River, Anilelerin area Offa",8.155,4.727,"Ayaba River, Anilelerin area Offa",partial_match,True
"Ayaba River, Anilelerin area Offa, Kwara State 02.jpg",https://upload.wikimedia.org/wikipedia/commons/b/b4/Ayaba_River%2C_Anilelerin_area_Offa%2C_Kwara_State_02.jpg,,,2026-06-11,False,"Ayaba River, Anilelerin area Offa, Kwara state","Ayaba River, Anilelerin area Offa",8.155,4.727,"Ayaba River, Anilelerin area Offa",partial_match,True
"Ayaba River, Anilelerin area Offa, Kwara State 03.jpg",https://upload.wikimedia.org/wikipedia/commons/9/93/Ayaba_River%2C_Anilelerin_area_Offa%2C_Kwara_State_03.jpg,,,2026-06-11,False,"Ayaba River, Anilelerin area Offa, Kwara state","Ayaba River, Anilelerin area Offa",8.155,4.727,"Ayaba River, Anilelerin area Offa",partial_match,True
"Ayaba River, Anilelerin area Offa, Kwara State 04.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c1/Ayaba_River%2C_Anilelerin_area_Offa%2C_Kwara_State_04.jpg,,,2026-06-11,False,"Ayaba River, Anilelerin area Offa, Kwara state","Ayaba River, Anilelerin area Offa",8.155,4.727,"Ayaba River, Anilelerin area Offa",partial_match,True
"Ayaba River, Anilelerin area Offa, Kwara State 05.jpg",https://upload.wikimedia.org/wikipedia/commons/f/f0/Ayaba_River%2C_Anilelerin_area_Offa%2C_Kwara_State_05.jpg,,,2026-06-11,False,"Ayaba River, Anilelerin area Offa, Kwara state","Ayaba River, Anilelerin area Offa",8.155,4.727,"Ayaba River, Anilelerin area Offa",partial_match,True
"Ayaba River, Anilelerin area Offa, Kwara State 06.jpg",https://upload.wikimedia.org/wikipedia/commons/9/9f/Ayaba_River%2C_Anilelerin_area_Offa%2C_Kwara_State_06.jpg,,,2026-06-11,False,"Ayaba River, Anilelerin area Offa, Kwara state","Ayaba River, Anilelerin area Offa",8.155,4.727,"Ayaba River, Anilelerin area Offa",partial_match,True
"Ayaba River, Anilelerin area Offa, Kwara State 07.jpg",https://upload.wikimedia.org/wikipedia/commons/0/03/Ayaba_River%2C_Anilelerin_area_Offa%2C_Kwara_State_07.jpg,,,2026-06-11,False,"Ayaba River, Anilelerin area Offa, Kwara state","Ayaba River, Anilelerin area Offa",8.155,4.727,"Ayaba River, Anilelerin area Offa",partial_match,True
"Ayaba River, Anilelerin area Offa, Kwara State 08.jpg",https://upload.wikimedia.org/wikipedia/commons/d/de/Ayaba_River%2C_Anilelerin_area_Offa%2C_Kwara_State_08.jpg,,,2026-06-11,False,"Ayaba River, Anilelerin area Offa, Kwara state","Ayaba River, Anilelerin area Offa",8.155,4.727,"Ayaba River, Anilelerin area Offa",partial_match,True
"Ayaba River, Anilelerin area Offa, Kwara State 09.jpg",https://upload.wikimedia.org/wikipedia/commons/5/50/Ayaba_River%2C_Anilelerin_area_Offa%2C_Kwara_State_09.jpg,,,2026-06-11,False,"Ayaba River, Anilelerin area Offa, Kwara state","Ayaba River, Anilelerin area Offa",8.155,4.727,"Ayaba River, Anilelerin area Offa",partial_match,True
"Ayaba River, Anilelerin area Offa, Kwara State 10.jpg",https://upload.wikimedia.org/wikipedia/commons/4/45/Ayaba_River%2C_Anilelerin_area_Offa%2C_Kwara_State_10.jpg,,,2026-06-11,False,"Ayaba River, Anilelerin area Offa, Kwara state","Ayaba River, Anilelerin area Offa",8.155,4.727,"Ayaba River, Anilelerin area Offa",partial_match,True
"Ayaba River, Anilelerin area Offa, Kwara State 11.jpg",https://upload.wikimedia.org/wikipedia/commons/3/32/Ayaba_River%2C_Anilelerin_area_Offa%2C_Kwara_State_11.jpg,,,2026-06-11,False,"Ayaba River, Anilelerin area Offa, Kwara state","Ayaba River, Anilelerin area Offa",8.155,4.727,"Ayaba River, Anilelerin area Offa",partial_match,True
"Ayaba River, Anilelerin area Offa, Kwara State 12.jpg",https://upload.wikimedia.org/wikipedia/commons/8/8d/Ayaba_River%2C_Anilelerin_area_Offa%2C_Kwara_State_12.jpg,,,2026-06-11,False,"Ayaba River, Anilelerin area Offa, Kwara state","Ayaba River, Anilelerin area Offa",8.155,4.727,"Ayaba River, Anilelerin area Offa",partial_match,True
"Ayo ni o Nursery & Primary School, Offa 01.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c3/Ayo_ni_o_Nursery_%26_Primary_School%2C_Offa_01.jpg,,,2026-06-10,False,"Ayo ni o Nursery & Primary School, Offa","Ayo ni o Nursery & Primary School, Offa",8.155,4.726,"Ayo ni o Nursery & Primary School, Offa",partial_match,True
"Ayo ni o Nursery & Primary School, Offa 02.jpg",https://upload.wikimedia.org/wikipedia/commons/7/79/Ayo_ni_o_Nursery_%26_Primary_School%2C_Offa_02.jpg,,,2026-06-15,False,"Ayo ni o Nursery & Primary School, Offa","Ayo ni o Nursery & Primary School, Offa",8.155,4.726,"Ayo ni o Nursery & Primary School, Offa",partial_match,True
"Ayo ni o Nursery & Primary School, Offa 03.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c6/Ayo_ni_o_Nursery_%26_Primary_School%2C_Offa_03.jpg,,,2026-06-15,False,"Ayo ni o Nursery & Primary School, Offa","Ayo ni o Nursery & Primary School, Offa",8.155,4.726,"Ayo ni o Nursery & Primary School, Offa",partial_match,True
"Ayo ni o Nursery & Primary School, Offa 04.jpg",https://upload.wikimedia.org/wikipedia/commons/5/5e/Ayo_ni_o_Nursery_%26_Primary_School%2C_Offa_04.jpg,,,2026-06-15,False,"Ayo ni o Nursery & Primary School, Offa","Ayo ni o Nursery & Primary School, Offa",8.155,4.726,"Ayo ni o Nursery & Primary School, Offa",partial_match,True
"Ayo ni o Nursery & Primary School, Offa 05.jpg",https://upload.wikimedia.org/wikipedia/commons/0/0d/Ayo_ni_o_Nursery_%26_Primary_School%2C_Offa_05.jpg,,,2026-06-15,False,"Ayo ni o Nursery & Primary School, Offa","Ayo ni o Nursery & Primary School, Offa",8.155,4.726,"Ayo ni o Nursery & Primary School, Offa",partial_match,True
"Ayo ni o Nursery & Primary School, Offa 06.jpg",https://upload.wikimedia.org/wikipedia/commons/a/aa/Ayo_ni_o_Nursery_%26_Primary_School%2C_Offa_06.jpg,,,2026-06-15,False,"Ayo ni o Nursery & Primary School, Offa","Ayo ni o Nursery & Primary School, Offa",8.155,4.726,"Ayo ni o Nursery & Primary School, Offa",partial_match,True
"Ayo ni o Nursery & Primary School, Offa 07.jpg",https://upload.wikimedia.org/wikipedia/commons/4/4c/Ayo_ni_o_Nursery_%26_Primary_School%2C_Offa_07.jpg,,,2026-06-10,False,"Ayo ni o Nursery & Primary School, Offa","Ayo ni o Nursery & Primary School, Offa",8.155,4.726,"Ayo ni o Nursery & Primary School, Offa",partial_match,True
"Ayo ni o Nursery & Primary School, Offa 08.jpg",https://upload.wikimedia.org/wikipedia/commons/4/48/Ayo_ni_o_Nursery_%26_Primary_School%2C_Offa_08.jpg,,,2026-06-10,False,"Ayo ni o Nursery & Primary School, Offa","Ayo ni o Nursery & Primary School, Offa",8.155,4.726,"Ayo ni o Nursery & Primary School, Offa",partial_match,True
"Ayo ni o Nursery & Primary School, Offa 09.jpg",https://upload.wikimedia.org/wikipedia/commons/a/a8/Ayo_ni_o_Nursery_%26_Primary_School%2C_Offa_09.jpg,,,2026-06-10,False,"Ayo ni o Nursery & Primary School, Offa","Ayo ni o Nursery & Primary School, Offa",8.155,4.726,"Ayo ni o Nursery & Primary School, Offa",partial_match,True
"Ayo ni o Nursery & Primary School, Offa 10.jpg",https://upload.wikimedia.org/wikipedia/commons/8/8d/Ayo_ni_o_Nursery_%26_Primary_School%2C_Offa_10.jpg,,,2026-06-10,False,"Ayo ni o Nursery & Primary School, Offa","Ayo ni o Nursery & Primary School, Offa",8.155,4.726,"Ayo ni o Nursery & Primary School, Offa",partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 01.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b2/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_01.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 02.jpg,https://upload.wikimedia.org/wikipedia/commons/6/61/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_02.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 03.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_03.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 04.jpg,https://upload.wikimedia.org/wikipedia/commons/2/29/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_04.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 05.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7b/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_05.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 06.jpg,https://upload.wikimedia.org/wikipedia/commons/6/67/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_06.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 07.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ac/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_07.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 08.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3b/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_08.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 09.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d4/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_09.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 10.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_10.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 11.jpg,https://upload.wikimedia.org/wikipedia/commons/e/eb/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_11.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 12.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fa/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_12.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 13.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a8/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_13.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 14.jpg,https://upload.wikimedia.org/wikipedia/commons/0/03/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_14.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 15.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7c/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_15.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 16.jpg,https://upload.wikimedia.org/wikipedia/commons/5/55/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_16.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 17.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7a/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_17.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 18.jpg,https://upload.wikimedia.org/wikipedia/commons/0/09/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_18.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 19.jpg,https://upload.wikimedia.org/wikipedia/commons/1/17/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_19.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 20.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f8/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_20.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
